"row_type","path","bytes","sha256","functional_block","current_responsibility","authority_or_owner","phase3_target_destination","phase4_classification","phase4_evidence","characterization_state","compatibility_obligation","current_or_future_action","expected_successor","coverage_mode","block_level_invariant_reference","notes","protected_contract_behavior","target_test_taxonomy","characterization_role","associated_production_block","migration_relevance","future_action","compatibility_migration_protection","support_class","sub_responsibility","reads_or_depends_on","writes_or_controls","runtime_or_regression_protection","migration_prerequisite","protected_contract_or_behavior","test_taxonomy","compatibility_or_migration_role","phase4_relevance","future_migration_relevance","active_or_support_status","phase_coverage","unique_surface_analysis"
"PLATFORM_BUILD_SCRIPT_TOOL","android/gradle/wrapper/gradle-wrapper.properties","206","1220FDD333A881E47441DE07B23F9DD1EBD35459730543AE429CF249847D91BF","build/packaging configuration","Controls build/packaging setting gradle-wrapper.","Platform/build/release contract","build/release configuration","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for android/gradle/wrapper/gradle-wrapper.properties (206 bytes; SHA-256 1220FDD333A881E47441DE07B23F9DD1EBD35459730543AE429CF249847D91BF).","DIRECT SUPPORT-SURFACE REVIEW","Reproducible build, SDK/dependency and signing inputs","Retain and validate in authorized release build","Release packaging/reproducibility acceptance","DIRECTLY ANALYZED","","Support class build/packaging configuration; unique behavior reviewed directly where present.","","","","","","","","Build, dependency, SDK or packaging configuration","","","","","","","","","","","ACTIVE/SUPPORT — build/packaging configuration","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/.gitignore","308","955E3110CB16494EE76E1CD5DF47E2C212309EB94A49A123FE87F718DE413CB8","release/signing/provenance surface","Carries release/provenance support .","Platform/build/release contract","platform/release provenance","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/.gitignore (308 bytes; SHA-256 955E3110CB16494EE76E1CD5DF47E2C212309EB94A49A123FE87F718DE413CB8).","DIRECT SUPPORT-SURFACE REVIEW","Artifact identity, signing, native resource and provenance compatibility","Retain and verify during release acceptance","Release/signing/provenance acceptance","DIRECTLY ANALYZED","","Support class release/signing/provenance surface; unique behavior reviewed directly where present.","","","","","","","","Release metadata, native resource or packaging provenance","","","","","","","","","","","ACTIVE/SUPPORT — release/signing/provenance surface","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/CMakeLists.txt","4248","29D8D99D0A9FC2BA25D5C457F4A7B02624576B63F771EF765D95CB2EF6BFB1B6","active platform implementation","Implements platform integration CMakeLists.","Platform/build/release contract","platform/windows","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/CMakeLists.txt (4248 bytes; SHA-256 29D8D99D0A9FC2BA25D5C457F4A7B02624576B63F771EF765D95CB2EF6BFB1B6).","DIRECT SUPPORT-SURFACE REVIEW","OS lifecycle, filesystem, plugin and release runtime compatibility","Retain behind platform capability ports; validate runtime/release","Cross-platform release and restore acceptance rehearsal","DIRECTLY ANALYZED","","Support class active platform implementation; unique behavior reviewed directly where present.","","","","","","","","Platform runner, lifecycle, window, plugin, manifest or storage integration","","","","","","","","","","","ACTIVE/SUPPORT — active platform implementation","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/CMakeLists.txt","3851","BD05E3268B2F246BCBAFDB778165FE67A7BAFDBA04EB73599502563A67B8AE7E","active platform implementation","Implements platform integration CMakeLists.","Platform/build/release contract","platform/windows","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/CMakeLists.txt (3851 bytes; SHA-256 BD05E3268B2F246BCBAFDB778165FE67A7BAFDBA04EB73599502563A67B8AE7E).","DIRECT SUPPORT-SURFACE REVIEW","OS lifecycle, filesystem, plugin and release runtime compatibility","Retain behind platform capability ports; validate runtime/release","Cross-platform release and restore acceptance rehearsal","DIRECTLY ANALYZED","","Support class active platform implementation; unique behavior reviewed directly where present.","","","","","","","","Platform runner, lifecycle, window, plugin, manifest or storage integration","","","","","","","","","","","ACTIVE/SUPPORT — active platform implementation","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/generated_plugins.cmake","921","432C08DFB966D631481C24E2E26572C45667A486F3BC1AB806D46378670BA658","release/signing/provenance surface","Carries release/provenance support generated plugins.","Platform/build/release contract","platform/release provenance","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/generated_plugins.cmake (921 bytes; SHA-256 432C08DFB966D631481C24E2E26572C45667A486F3BC1AB806D46378670BA658).","DIRECT SUPPORT-SURFACE REVIEW","Artifact identity, signing, native resource and provenance compatibility","Retain and verify during release acceptance","Release/signing/provenance acceptance","DIRECTLY ANALYZED","","Support class release/signing/provenance surface; unique behavior reviewed directly where present.","","","","","","","","Release metadata, native resource or packaging provenance","","","","","","","","","","","ACTIVE/SUPPORT — release/signing/provenance surface","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/generated_plugin_registrant.cc","1345","F47972C895415A503ACC8349D317F9579870031B9B3096EEEB1DED7594CB832A","release/signing/provenance surface","Carries release/provenance support generated plugin registrant.","Platform/build/release contract","platform/release provenance","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/generated_plugin_registrant.cc (1345 bytes; SHA-256 F47972C895415A503ACC8349D317F9579870031B9B3096EEEB1DED7594CB832A).","DIRECT SUPPORT-SURFACE REVIEW","Artifact identity, signing, native resource and provenance compatibility","Retain and verify during release acceptance","Release/signing/provenance acceptance","DIRECTLY ANALYZED","","Support class release/signing/provenance surface; unique behavior reviewed directly where present.","","","","","","","","Release metadata, native resource or packaging provenance","","","","","","","","","","","ACTIVE/SUPPORT — release/signing/provenance surface","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/generated_plugin_registrant.h","302","DBC11635D7B1BA1887ADF40DF5B83D634E9C3AB0BEE34510C71528BB4D73602A","release/signing/provenance surface","Carries release/provenance support generated plugin registrant.","Platform/build/release contract","platform/release provenance","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/generated_plugin_registrant.h (302 bytes; SHA-256 DBC11635D7B1BA1887ADF40DF5B83D634E9C3AB0BEE34510C71528BB4D73602A).","DIRECT SUPPORT-SURFACE REVIEW","Artifact identity, signing, native resource and provenance compatibility","Retain and verify during release acceptance","Release/signing/provenance acceptance","DIRECTLY ANALYZED","","Support class release/signing/provenance surface; unique behavior reviewed directly where present.","","","","","","","","Release metadata, native resource or packaging provenance","","","","","","","","","","","ACTIVE/SUPPORT — release/signing/provenance surface","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","INDIVIDUAL — responsibility and compatibility reviewed for this path"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_export.h","838","DC37C1D36F5410374DC93C1780809FF03E456CBCF0EFE2D07205F3E541E29CDB","generated/toolchain artifact","Generated support artifact flutter export; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_export.h (838 bytes; SHA-256 DC37C1D36F5410374DC93C1780809FF03E456CBCF0EFE2D07205F3E541E29CDB).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_messenger.h","5204","0BC7ADEB55FE45C555135B17A02F9D357D4006658DF633873D705AD253599619","generated/toolchain artifact","Generated support artifact flutter messenger; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_messenger.h (5204 bytes; SHA-256 0BC7ADEB55FE45C555135B17A02F9D357D4006658DF633873D705AD253599619).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_plugin_registrar.h","1638","0C39B36D8B0FF7D307AFA58C97F9C4607D9E8673B2F85969CE2A0BF3E50532B8","generated/toolchain artifact","Generated support artifact flutter plugin registrar; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_plugin_registrar.h (1638 bytes; SHA-256 0C39B36D8B0FF7D307AFA58C97F9C4607D9E8673B2F85969CE2A0BF3E50532B8).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_texture_registrar.h","7332","F5CA8A82F76E5DE09D5F9A68599CB4BAED2CD866E98AF8C6EC45F14F66A87E96","generated/toolchain artifact","Generated support artifact flutter texture registrar; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_texture_registrar.h (7332 bytes; SHA-256 F5CA8A82F76E5DE09D5F9A68599CB4BAED2CD866E98AF8C6EC45F14F66A87E96).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_windows.dll","20803584","C0304BEBA5FE98477177E151C673ADAD98D0442F50EFA25D03FF5F207CC21056","generated/toolchain artifact","Generated support artifact flutter windows; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_windows.dll (20803584 bytes; SHA-256 C0304BEBA5FE98477177E151C673ADAD98D0442F50EFA25D03FF5F207CC21056).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_windows.dll.exp","20732","186862FF62933FF75E75E796AD48911AA0C0AF66EFDF978D6131B0F6DB98A0BD","generated/toolchain artifact","Generated support artifact flutter windows.dll; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_windows.dll.exp (20732 bytes; SHA-256 186862FF62933FF75E75E796AD48911AA0C0AF66EFDF978D6131B0F6DB98A0BD).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_windows.dll.lib","35656","26BAE8669F51E8C68D230B2BD6999C4BF61352ECF1121B1105F0C24A3475C60C","generated/toolchain artifact","Generated support artifact flutter windows.dll; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_windows.dll.lib (35656 bytes; SHA-256 26BAE8669F51E8C68D230B2BD6999C4BF61352ECF1121B1105F0C24A3475C60C).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_windows.dll.pdb","246460416","61D3FC55935E55CED8FECEB3C3104C7C6F6DCBE356ACF2AEA517F864480698E5","generated/toolchain artifact","Generated support artifact flutter windows.dll; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_windows.dll.pdb (246460416 bytes; SHA-256 61D3FC55935E55CED8FECEB3C3104C7C6F6DCBE356ACF2AEA517F864480698E5).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/flutter_windows.h","14140","5DED0EA1A99FC330FDDB63D607EBCA189901D32D9A602C2B8756B337F26603BF","generated/toolchain artifact","Generated support artifact flutter windows; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/flutter_windows.h (14140 bytes; SHA-256 5DED0EA1A99FC330FDDB63D607EBCA189901D32D9A602C2B8756B337F26603BF).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/generated_config.cmake","1202","B02329F2BFB2A0CB6F1BE3A49409CF2FF16D3DAC0771852A1E26869C15A9440F","generated/toolchain artifact","Generated support artifact generated config; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/generated_config.cmake (1202 bytes; SHA-256 B02329F2BFB2A0CB6F1BE3A49409CF2FF16D3DAC0771852A1E26869C15A9440F).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/icudtl.dat","862304","998367809A821D595928089C197B3F7959F0420F81F79D4D0DAEE53378492ED5","generated/toolchain artifact","Generated support artifact icudtl; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/icudtl.dat (862304 bytes; SHA-256 998367809A821D595928089C197B3F7959F0420F81F79D4D0DAEE53378492ED5).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/binary_messenger_impl.h","1651","E88A83B20F44A2454594D0BD6D9AC158A9BEB30B40BBCE10DDBEF482053D9C7F","generated/toolchain artifact","Generated support artifact binary messenger impl; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/binary_messenger_impl.h (1651 bytes; SHA-256 E88A83B20F44A2454594D0BD6D9AC158A9BEB30B40BBCE10DDBEF482053D9C7F).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/byte_buffer_streams.h","2946","B6CF6E45871AB2FAC6BA6F50FEFC68B4BD377C16345AC06F8D196AA2800F7B57","generated/toolchain artifact","Generated support artifact byte buffer streams; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/byte_buffer_streams.h (2946 bytes; SHA-256 B6CF6E45871AB2FAC6BA6F50FEFC68B4BD377C16345AC06F8D196AA2800F7B57).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/core_implementations.cc","10693","3D6157197EDFE8996358739A2ADCFB25DC8FA5786571CE9E5D60D2A42943E1C8","generated/toolchain artifact","Generated support artifact core implementations; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/core_implementations.cc (10693 bytes; SHA-256 3D6157197EDFE8996358739A2ADCFB25DC8FA5786571CE9E5D60D2A42943E1C8).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/engine_method_result.cc","529","53794963D2397E381492B04298C6B8B31E2243F9E6FB2C4153689640F50EF4C8","generated/toolchain artifact","Generated support artifact engine method result; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/engine_method_result.cc (529 bytes; SHA-256 53794963D2397E381492B04298C6B8B31E2243F9E6FB2C4153689640F50EF4C8).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/flutter_engine.cc","4030","68C5C465429594BE184B81B403D91CC5C460B75B0EE0FFA880D3479884E22D1D","generated/toolchain artifact","Generated support artifact flutter engine; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/flutter_engine.cc (4030 bytes; SHA-256 68C5C465429594BE184B81B403D91CC5C460B75B0EE0FFA880D3479884E22D1D).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
