"exact_path","source_location","current_status","primary_information_purpose","ownership","unique_current_knowledge","conflicting_knowledge","newer_authority_or_superseding_home","target_information_home","proposed_disposition","owner_decision_required","migration_verification_status","classification_basis","authority_class","current_authority_home","target_section_topic","migration_evidence","review_required_reason"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260426_1720_AFTER_TASK_002_BEFORE_TASK_003.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260427_1845_AFTER_TASK_003.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260427_2012_AFTER_TASK_004_ENTITLEMENT_FOUNDATION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260427_2133_AFTER_TASK_005_BUSINESS_POLICY_CONSUMPTION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260427_2216_AFTER_TASK_006_BUSINESS_POLICY_SNAPSHOT_CONSUMPTION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260428_2019_AFTER_TASK_007_CONFIRMED_CLOSE_VERSIONING.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260428_2057_AFTER_TASK_008_PREDMET_EXIT_DECISION_STABILIZATION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260428_2209_AFTER_TASK_009_PDF_STATUS_VERSION_ALIGNMENT.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260429_1927_AFTER_TASK_010_STATISTIKA_V1_REDESIGN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260429_2016_AFTER_TASK_011_KATALOG_PHOTO_POLICY.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260429_2019_AFTER_TASK_011_KATALOG_PHOTO_POLICY.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260430_2028_AFTER_TASK_011_KATALOG_STABLE_ARTICLE_ID.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260501_0620_AFTER_TASK_012_IRIU_SELECTED_ARTICLE_METADATA.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260501_0623_AFTER_TASK_012_IRIU_SELECTED_ARTICLE_METADATA.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260501_1909_BEFORE_TASK_013_C7_BUILD_VARIANT_SEED_POLICY.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260501_1946_BEFORE_TASK_013_C6_D_VARIANT_AWARE_ASSET_PACKAGING.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260502_1933_AFTER_TASK_013_ANDROID_RUNTIME_PACKAGING.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260503_0701_AFTER_TASK_014_KATALOG_IRIU_LIGHTWEIGHT_READ_PATHS.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260503_1056_AFTER_TASK_015_BUILD_RELEASE_LANE_AUDIT.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260503_2111_AFTER_TASK_016_K_APPLIED_STOCK_EFFECT_FOUNDATION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260510_0733_BEFORE_TASK_017_B_ROADMAP_LOCK.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260510_1407_AFTER_GREEN_TASK_017_E_PREDMET_DELETE_STOCK_RECONCILIATION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260510_1540_AFTER_GREEN_TASK_017_H_JSON_REPLACEMENT_STOCK_RECONCILIATION.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260510_1827_AFTER_GREEN_TASK_017_L_UNSAFE_FULL_IMPORT_BLOCK_GATE.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260510_2049_BEFORE_TASK_017_P_STOCK_COMPLETE_BACKUP_SPEC_LOCK.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260510_2221_AFTER_TASK_017_END_OF_BLOCK_BEFORE_TASK_018.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260512_1931_AFTER_TASK_018_ANDROID_IMPORT_AND_LANE_DIAGNOSTIC_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260513_2346_AFTER_TASK_019_ANDROID_UX_SPEED_COMMAND_POLICY_CLOSURE.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260515_1056_AFTER_TASK_020_ADAPTIVE_PREDMET_HUB_BLOCK.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260515_1544_AFTER_TASK_021_JSON_ANDROID_WINDOWS_COMPATIBILITY_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260516_2222_AFTER_TASK_022_UX_GDPR_ANDROID_WINDOWS_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260517_0829_BEFORE_TASK_024_FIRST_RUN_OPERATIONAL_SETUP.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260518_2027_AFTER_TASK_029_STANJE_ROBE_WARNING_CLOSE_BLOCK_WINDOWS_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260519_1546_AFTER_TASK_030_ENTITLEMENT_OFFLINE_LICENSE_DECISION_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260519_1746_AFTER_TASK_031_OFFLINE_LOCAL_LICENSE_SKELETON_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260519_1835_AFTER_TASK_032_CANONICAL_JSON_ED25519_VERIFIER_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"C:\Projekti\OPC\OPC v.1\RESTORE_POINTS\RESTORE_POINT_20260519_2039_AFTER_TASK_033_LICENSING_FOUNDATION_GREEN.md","LOCAL","CURRENT SUPPORTING EVIDENCE","Restore-point and task baseline evidence","Recovery/history evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
